Team,Age,Wins,Losses,Year,Playoff,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,3PAr,eFG%,FT,FTA,FT%,TS%,AST,ORB,TRB,PTS,MOV,ORtg,DRtg,Pace,TOV%,ORB%,Finals_Rk
San Antonio Spurs,27.5,50,16,2012,True,39.6,82.8,47.8,31.2,61.5,50.7,8.4,21.3,39.300000000000004,25.7,52.800000000000004,16.2,21.6,74.8,56.2,23.2,10.3,43.0,103.7,7.17,110.9,103.2,92.9,12.8,25.1,Knocked Out
Oklahoma City Thunder,25.1,47,19,2012,True,37.3,79.2,47.099999999999994,30.2,59.3,50.9,7.2,20.0,35.8,25.2,51.6,21.3,26.4,80.60000000000001,56.699999999999996,18.5,11.0,43.7,103.1,6.12,109.8,103.2,93.0,15.3,27.8,Runner-Up
Miami Heat,28.3,46,20,2012,True,37.1,79.0,46.9,31.5,63.4,49.6,5.6,15.6,35.9,19.8,50.5,18.8,24.2,77.5,54.900000000000006,20.0,10.4,41.6,98.5,5.98,106.6,100.2,91.2,14.5,26.6,Champion
Philadelphia 76ers,24.9,35,31,2012,True,37.4,83.6,44.800000000000004,32.2,69.0,46.6,5.3,14.6,36.199999999999996,17.5,48.0,13.5,18.2,74.2,51.1,22.0,10.7,43.2,93.6,4.24,103.9,99.2,89.7,10.9,24.4,Knocked Out
Atlanta Hawks,27.9,40,26,2012,True,36.8,81.0,45.4,29.3,60.9,48.199999999999996,7.5,20.2,37.0,24.9,50.0,15.5,21.0,74.0,53.5,22.4,9.9,41.2,96.6,3.44,104.9,101.2,90.2,13.4,23.9,Knocked Out
Indiana Pacers,26.3,42,24,2012,True,35.7,81.4,43.8,29.7,65.3,45.5,5.9,16.1,36.8,19.8,47.4,20.4,26.1,78.2,52.6,18.6,12.5,43.9,97.7,3.3,106.7,103.1,90.7,13.1,29.2,Knocked Out
New York Knicks,26.3,36,30,2012,True,35.8,80.8,44.3,28.0,57.5,48.699999999999996,7.8,23.3,33.6,28.799999999999997,49.2,18.3,24.8,74.1,53.300000000000004,20.1,11.3,41.7,97.8,3.2,104.4,101.0,93.2,14.9,26.6,Knocked Out
Denver Nuggets,26.6,38,28,2012,True,39.0,81.9,47.599999999999994,32.4,62.0,52.2,6.6,19.9,33.2,24.3,51.6,19.6,26.7,73.5,55.60000000000001,24.0,11.2,43.1,104.1,2.88,109.2,106.2,94.2,14.1,27.7,Knocked Out
Boston Celtics,29.3,39,27,2012,True,35.5,77.1,46.0,30.0,62.1,48.3,5.5,15.0,36.7,19.400000000000002,49.6,15.4,19.8,77.8,53.5,23.6,7.7,38.8,91.8,2.52,101.0,98.2,90.4,14.7,19.7,Knocked Out
Los Angeles Clippers,27.3,40,26,2012,True,37.0,81.3,45.5,29.2,59.5,49.0,7.8,21.8,35.699999999999996,26.900000000000002,50.2,15.8,23.3,68.0,53.300000000000004,21.0,12.1,41.6,97.5,2.56,108.5,105.7,89.2,12.7,29.5,Knocked Out
Memphis Grizzlies,25.6,41,25,2012,True,36.7,82.2,44.7,32.5,69.3,47.0,4.2,12.9,32.6,15.7,47.3,17.3,22.8,75.9,51.5,19.5,12.6,42.0,95.0,2.02,104.0,101.8,90.8,13.6,29.8,Knocked Out
Los Angeles Lakers,29.7,41,25,2012,True,36.8,80.6,45.7,31.3,63.7,49.1,5.5,16.8,32.6,20.9,49.1,18.2,24.1,75.6,53.400000000000006,22.5,12.1,46.2,97.3,1.42,106.0,104.4,90.5,14.2,29.1,Knocked Out
Dallas Mavericks,31.3,36,30,2012,True,36.3,82.0,44.3,28.8,59.8,48.199999999999996,7.5,22.2,33.900000000000006,27.1,48.9,15.6,20.2,77.10000000000001,52.7,20.9,10.1,42.8,95.8,0.95,103.3,102.3,91.4,13.4,23.4,Knocked Out
Orlando Magic,27.5,37,29,2012,True,34.5,78.2,44.1,24.3,51.2,47.5,10.2,27.0,37.5,34.599999999999994,50.6,15.1,22.8,66.0,53.300000000000004,20.0,11.2,42.5,94.2,0.79,105.0,104.1,89.0,14.5,26.5,Knocked Out
Utah Jazz,25.6,36,30,2012,True,38.2,83.8,45.6,34.1,71.0,48.0,4.1,12.8,32.300000000000004,15.299999999999999,48.1,19.1,25.3,75.4,52.5,21.8,13.0,44.2,99.7,0.62,106.8,106.1,91.4,13.0,30.2,Knocked Out
Milwaukee Bucks,26.2,31,35,2012,False,37.9,85.6,44.3,31.3,66.5,47.099999999999994,6.6,19.2,34.5,22.400000000000002,48.1,16.6,21.4,77.4,52.1,23.5,12.4,42.5,99.0,0.27,105.5,105.2,93.7,12.9,27.7,Never Qualified
Houston Rockets,26.2,34,32,2012,False,37.7,84.0,44.9,30.5,63.8,47.699999999999996,7.2,20.2,35.9,24.0,49.2,15.4,19.7,78.2,52.900000000000006,21.3,11.7,42.2,98.1,0.23,105.5,105.2,91.7,13.5,27.5,Never Qualified
Phoenix Suns,28.9,33,33,2012,False,37.8,82.5,45.800000000000004,31.1,62.9,49.4,6.7,19.6,34.300000000000004,23.799999999999997,49.9,16.0,21.2,75.7,53.6,22.5,10.9,41.7,98.4,-0.24,106.2,106.5,92.6,13.3,25.8,Never Qualified
Portland Trail Blazers,27.5,28,38,2012,False,36.4,82.1,44.3,29.2,61.1,47.699999999999996,7.2,20.9,34.599999999999994,25.5,48.8,17.2,21.6,79.60000000000001,53.1,20.4,11.1,40.7,97.2,-0.62,105.7,106.4,91.2,13.4,26.3,Never Qualified
Minnesota Timberwolves,24.4,26,40,2012,False,35.7,82.3,43.3,28.5,60.8,46.9,7.2,21.6,33.2,26.200000000000003,47.699999999999996,19.4,25.2,77.10000000000001,52.400000000000006,19.5,12.1,43.7,97.9,-2.2,104.3,106.6,93.3,14.0,27.5,Never Qualified
Golden State Warriors,25.3,23,43,2012,False,37.7,82.5,45.7,29.8,62.0,48.0,7.9,20.5,38.800000000000004,24.8,50.5,14.4,18.7,77.0,53.900000000000006,22.3,9.7,39.2,97.8,-3.41,105.4,109.1,92.3,13.3,22.9,Never Qualified
Toronto Raptors,25.7,23,43,2012,False,34.4,78.1,44.0,28.8,61.8,46.7,5.5,16.3,34.0,20.9,47.5,16.4,21.4,77.0,51.800000000000004,20.9,10.6,42.0,90.7,-3.3,100.8,104.5,89.3,14.8,25.9,Never Qualified
New Orleans Pelicans,25.5,21,45,2012,False,34.8,77.3,45.1,30.9,65.5,47.199999999999996,3.9,11.8,33.300000000000004,15.2,47.599999999999994,16.0,21.2,75.7,51.7,20.7,11.0,41.1,89.6,-3.76,100.9,105.1,88.3,15.2,27.5,Never Qualified
Washington Wizards,24.2,20,46,2012,False,36.6,83.0,44.1,31.4,66.7,47.0,5.2,16.3,32.0,19.6,47.199999999999996,15.3,21.0,72.7,50.8,19.1,11.7,41.7,93.6,-4.8,101.0,106.2,92.5,14.2,27.3,Never Qualified
Detroit Pistons,26.3,25,41,2012,False,34.7,79.3,43.8,29.9,65.4,45.7,4.8,13.9,34.599999999999994,17.5,46.800000000000004,16.6,22.1,75.2,51.0,18.7,11.7,40.3,90.9,-4.79,101.0,106.3,89.2,15.0,28.1,Never Qualified
Sacramento Kings,24.3,22,44,2012,False,37.7,86.5,43.6,31.5,66.8,47.099999999999994,6.2,19.7,31.6,22.8,47.199999999999996,17.1,23.2,73.6,51.0,19.3,13.4,42.9,98.8,-5.68,103.8,109.8,94.7,13.0,29.1,Never Qualified
Brooklyn Nets,26.1,22,44,2012,False,34.3,80.6,42.5,26.6,58.2,45.7,7.7,22.4,34.2,27.800000000000004,47.3,16.9,21.7,77.7,51.6,19.9,11.9,40.3,93.1,-5.98,102.9,109.6,90.1,14.3,27.8,Never Qualified
Cleveland Cavaliers,26.0,21,45,2012,False,34.3,81.2,42.199999999999996,27.6,61.9,44.6,6.7,19.3,34.599999999999994,23.799999999999997,46.300000000000004,17.8,24.9,71.6,50.5,19.8,12.7,42.3,93.0,-7.2,101.1,108.9,91.3,14.3,28.9,Never Qualified
Charlotte Hornets,24.5,7,59,2012,False,33.2,80.2,41.4,29.2,66.7,43.9,4.0,13.5,29.5,16.900000000000002,43.9,16.5,22.2,74.6,48.3,20.1,10.3,39.0,87.0,-13.91,95.2,110.4,91.1,13.9,23.6,Never Qualified
Oklahoma City Thunder,26.0,60,22,2013,True,38.1,79.3,48.1,30.8,60.0,51.4,7.3,19.4,37.7,24.4,52.7,22.2,26.8,82.8,57.99999999999999,21.4,10.4,43.6,105.7,9.21,112.4,102.6,93.3,14.4,26.7,Knocked Out
Miami Heat,30.3,66,16,2013,True,38.4,77.4,49.6,29.6,55.4,53.6,8.7,22.1,39.6,28.499999999999996,55.2,17.4,23.0,75.4,58.8,23.0,8.2,38.6,102.9,7.87,112.3,103.7,90.7,13.7,22.2,Champion
Los Angeles Clippers,28.8,56,26,2013,True,38.5,80.6,47.8,30.9,59.2,52.2,7.6,21.4,35.8,26.5,52.6,16.4,23.0,71.1,55.7,23.9,11.4,41.6,101.1,6.45,110.6,103.6,91.1,13.9,28.8,Knocked Out
San Antonio Spurs,28.6,58,24,2013,True,39.1,81.4,48.1,31.1,59.9,51.9,8.1,21.5,37.6,26.400000000000002,53.1,16.6,21.0,79.10000000000001,56.8,25.1,8.1,41.3,103.0,6.4,108.3,101.6,94.2,14.0,20.5,Runner-Up
Denver Nuggets,26.1,57,25,2013,True,40.7,85.2,47.8,34.4,66.6,51.6,6.4,18.5,34.300000000000004,21.7,51.5,18.4,26.2,70.1,54.900000000000006,24.4,13.3,45.0,106.1,5.09,110.4,105.1,95.1,13.6,31.4,Knocked Out
New York Knicks,30.2,54,28,2013,True,36.5,81.6,44.800000000000004,25.7,52.7,48.699999999999996,10.9,28.9,37.6,35.4,51.5,16.0,21.1,75.9,55.00000000000001,19.3,10.9,40.6,100.0,4.23,111.1,106.3,89.8,11.7,25.6,Knocked Out
Memphis Grizzlies,27.0,56,26,2013,True,36.1,81.5,44.4,31.5,68.0,46.300000000000004,4.7,13.5,34.5,16.6,47.199999999999996,16.5,21.3,77.3,51.4,20.9,12.9,42.7,93.4,4.15,104.9,100.3,88.4,13.3,31.0,Knocked Out
Indiana Pacers,25.7,49,32,2013,True,35.1,80.6,43.6,28.3,60.8,46.5,6.9,19.7,34.699999999999996,24.5,47.9,17.6,23.6,74.6,52.1,20.3,12.9,45.9,94.7,4.02,104.3,99.8,90.2,14.3,30.3,Knocked Out
Houston Rockets,24.4,45,37,2013,True,38.1,82.7,46.1,27.5,53.8,51.1,10.6,28.9,36.6,34.9,52.5,19.2,25.5,75.4,56.39999999999999,23.2,11.1,43.4,106.0,3.48,109.7,106.1,96.1,14.9,26.4,Knocked Out
Brooklyn Nets,28.6,49,33,2013,True,35.9,79.8,45.0,28.2,58.3,48.4,7.7,21.5,35.699999999999996,26.900000000000002,49.8,17.5,23.9,73.1,53.6,20.3,12.8,42.8,96.9,1.78,108.2,106.2,88.8,14.0,30.9,Knocked Out
Los Angeles Lakers,30.7,45,37,2013,True,37.1,81.0,45.800000000000004,28.4,56.4,50.3,8.7,24.6,35.5,30.3,51.2,19.3,27.9,69.19999999999999,54.800000000000004,22.2,11.5,44.8,102.2,1.16,107.8,106.6,94.4,13.9,27.0,Knocked Out
Golden State Warriors,25.3,47,35,2013,True,38.2,83.4,45.800000000000004,30.1,63.5,47.5,8.0,19.9,40.300000000000004,23.9,50.6,16.8,21.3,79.0,54.50000000000001,22.5,10.8,45.0,101.2,0.89,106.4,105.5,94.5,14.0,25.4,Knocked Out
Atlanta Hawks,27.1,44,38,2013,True,37.6,81.0,46.400000000000006,29.0,57.8,50.1,8.6,23.2,37.1,28.599999999999998,51.7,14.1,19.7,71.5,54.6,24.5,9.2,40.9,98.0,0.4,104.8,104.4,92.6,14.2,22.2,Knocked Out
Chicago Bulls,28.0,45,37,2013,True,35.7,81.7,43.7,30.2,66.3,45.6,5.4,15.4,35.3,18.9,47.0,16.4,21.2,77.3,51.2,23.0,12.5,43.2,93.2,0.32,103.5,103.2,89.3,13.6,29.4,Knocked Out
Utah Jazz,26.3,43,39,2013,False,37.1,81.8,45.4,31.0,64.9,47.699999999999996,6.2,16.9,36.6,20.599999999999998,49.2,17.5,23.0,76.4,53.300000000000004,22.7,12.1,42.0,98.0,-0.09,106.7,106.8,90.9,13.8,28.8,Never Qualified
Boston Celtics,29.1,41,40,2013,True,37.0,79.7,46.5,30.9,62.6,49.4,6.1,17.2,35.8,21.5,50.3,16.3,21.0,77.60000000000001,54.2,22.8,8.1,39.3,96.5,-0.22,103.1,103.3,91.7,14.1,20.1,Knocked Out
Dallas Mavericks,29.5,41,41,2013,False,38.8,84.0,46.2,31.4,64.2,48.9,7.4,19.9,37.2,23.599999999999998,50.6,16.1,20.4,79.3,54.400000000000006,23.2,9.4,41.9,101.1,-0.6,105.9,106.5,94.1,13.0,21.8,Never Qualified
Milwaukee Bucks,26.4,38,44,2013,True,38.1,87.8,43.5,30.8,67.4,45.7,7.3,20.4,36.0,23.200000000000003,47.599999999999994,15.3,20.7,73.6,51.0,22.9,13.0,44.0,98.9,-1.5,103.6,105.2,94.7,12.7,27.9,Knocked Out
Toronto Raptors,25.4,34,48,2013,False,36.3,81.5,44.6,29.4,61.2,48.0,7.0,20.3,34.300000000000004,24.9,48.8,17.6,22.3,78.8,53.2,21.5,10.6,40.2,97.2,-1.48,105.9,107.5,90.4,13.0,25.5,Never Qualified
Minnesota Timberwolves,26.4,31,51,2013,False,35.9,81.7,43.9,30.4,63.7,47.699999999999996,5.5,18.0,30.5,22.0,47.3,18.5,24.9,74.2,51.6,22.4,11.9,42.0,95.7,-2.37,102.9,105.4,92.8,13.8,27.4,Never Qualified
Washington Wizards,25.4,29,53,2013,False,35.5,81.6,43.5,28.8,63.4,45.5,6.6,18.2,36.5,22.3,47.5,15.6,21.3,73.3,51.2,21.6,10.8,43.2,93.2,-2.54,100.2,103.0,92.2,14.2,24.6,Never Qualified
Portland Trail Blazers,24.4,33,49,2013,False,36.7,81.9,44.800000000000004,28.5,58.7,48.6,8.2,23.2,35.3,28.4,49.8,15.9,20.5,77.60000000000001,53.6,21.8,10.7,40.8,97.5,-3.17,105.8,109.2,91.4,13.9,25.3,Never Qualified
Philadelphia 76ers,25.2,34,48,2013,False,37.3,84.1,44.4,31.0,66.5,46.6,6.3,17.5,36.0,20.9,48.1,12.2,16.8,72.89999999999999,50.9,22.8,10.9,41.3,93.2,-3.34,102.0,105.7,91.0,12.5,24.9,Never Qualified
Detroit Pistons,25.3,29,53,2013,False,36.3,81.0,44.9,30.1,63.4,47.4,6.3,17.6,35.6,21.7,48.699999999999996,15.9,22.8,69.89999999999999,52.1,21.2,12.1,42.1,94.9,-3.99,103.8,108.1,90.8,14.3,28.3,Never Qualified
New Orleans Pelicans,24.0,27,55,2013,False,36.0,80.4,44.800000000000004,29.5,62.4,47.3,6.5,18.0,36.3,22.400000000000002,48.9,15.5,20.0,77.60000000000001,52.800000000000004,21.0,12.0,41.6,94.1,-3.87,105.7,110.1,88.5,14.0,29.2,Never Qualified
Cleveland Cavaliers,24.1,24,58,2013,False,36.5,84.2,43.4,29.8,64.9,46.0,6.7,19.3,34.599999999999994,22.900000000000002,47.3,16.8,22.3,75.6,51.4,20.7,12.2,41.0,96.5,-4.68,104.3,109.4,92.3,13.0,28.1,Never Qualified
Sacramento Kings,25.6,28,54,2013,False,37.6,84.2,44.7,30.2,63.7,47.4,7.4,20.5,36.3,24.3,49.1,17.5,22.8,76.9,53.2,20.8,11.5,40.6,100.2,-4.88,106.2,111.4,93.6,13.4,26.6,Never Qualified
Phoenix Suns,26.9,25,57,2013,False,37.3,84.4,44.3,31.5,66.6,47.3,5.9,17.7,33.0,21.0,47.699999999999996,14.7,19.7,74.4,51.2,22.6,11.7,41.6,95.2,-6.46,101.2,108.1,93.4,14.3,27.0,Never Qualified
Orlando Magic,24.6,20,62,2013,False,37.7,84.2,44.800000000000004,31.5,65.5,48.199999999999996,6.2,18.7,32.9,22.3,48.5,12.5,16.6,75.5,51.4,22.8,10.9,42.7,94.1,-6.99,101.6,109.1,92.2,13.7,25.4,Never Qualified
Charlotte Hornets,24.4,21,61,2013,False,34.4,81.1,42.5,28.7,64.0,44.800000000000004,5.7,17.1,33.5,21.0,46.0,18.9,25.1,75.0,50.7,19.4,11.2,40.3,93.4,-9.23,101.5,111.5,91.5,13.2,25.7,Never Qualified
San Antonio Spurs,28.9,62,20,2014,True,40.6,83.5,48.6,32.0,62.0,51.7,8.5,21.4,39.7,25.7,53.7,15.7,20.0,78.5,57.099999999999994,25.2,9.3,43.3,105.4,7.72,110.5,102.4,95.0,13.5,22.7,Champion
Los Angeles Clippers,28.1,57,25,2014,True,39.1,82.5,47.4,30.7,58.5,52.5,8.5,24.0,35.199999999999996,29.099999999999998,52.6,21.2,29.1,73.0,56.699999999999996,24.6,10.5,43.0,107.9,6.98,112.1,104.8,95.9,12.7,25.0,Knocked Out
Oklahoma City Thunder,26.2,59,23,2014,True,39.0,82.7,47.099999999999994,30.9,60.3,51.2,8.1,22.4,36.1,27.1,52.0,20.2,25.0,80.60000000000001,56.599999999999994,21.9,10.8,44.7,106.2,6.34,110.5,103.9,95.4,14.0,26.5,Knocked Out
Miami Heat,30.6,54,28,2014,True,38.3,76.5,50.1,30.2,54.2,55.800000000000004,8.1,22.3,36.4,29.2,55.400000000000006,17.5,23.0,76.0,59.0,22.5,7.6,36.9,102.2,4.76,110.9,105.8,91.2,14.6,20.6,Runner-Up
Golden State Warriors,26.3,51,31,2014,True,39.5,85.4,46.2,30.0,60.6,49.6,9.4,24.8,38.0,29.099999999999998,51.7,15.9,21.1,75.3,55.00000000000001,23.3,10.9,45.3,104.3,4.8,107.5,102.6,96.2,13.8,25.1,Knocked Out
Indiana Pacers,27.2,56,26,2014,True,36.0,80.2,44.9,29.3,61.4,47.699999999999996,6.7,18.8,35.699999999999996,23.5,49.0,18.1,23.3,77.9,53.5,20.1,10.2,44.7,96.7,4.4,104.1,99.3,92.5,14.3,24.9,Knocked Out
Houston Rockets,25.4,54,28,2014,True,38.0,80.5,47.199999999999996,28.5,54.0,52.900000000000006,9.5,26.6,35.8,33.0,53.1,22.1,31.1,71.2,57.099999999999994,21.4,11.2,45.3,107.7,4.56,111.0,106.3,96.3,14.6,27.4,Knocked Out
Portland Trail Blazers,25.8,54,28,2014,True,39.1,87.0,45.0,29.7,61.7,48.1,9.4,25.3,37.2,28.999999999999996,50.4,19.1,23.5,81.5,54.800000000000004,23.2,12.5,46.4,106.7,3.99,111.5,107.4,94.9,12.4,28.0,Knocked Out
Toronto Raptors,25.6,48,34,2014,True,36.5,81.9,44.5,27.8,58.5,47.5,8.7,23.4,37.2,28.499999999999996,49.8,19.6,25.1,78.2,54.50000000000001,21.2,11.4,42.5,101.3,3.24,108.8,105.3,91.8,13.2,27.2,Knocked Out
Phoenix Suns,26.2,48,34,2014,False,38.7,83.5,46.300000000000004,29.4,58.4,50.3,9.3,25.1,37.2,30.0,51.9,18.5,24.4,75.8,55.800000000000004,19.1,11.3,43.0,105.2,2.63,109.5,106.7,95.8,14.0,26.4,Never Qualified
Minnesota Timberwolves,26.3,40,42,2014,False,38.9,87.5,44.4,31.6,66.1,47.8,7.3,21.4,34.1,24.5,48.6,21.8,28.1,77.8,53.5,23.9,12.5,44.7,106.9,2.67,108.9,106.2,97.3,12.2,27.4,Never Qualified
Dallas Mavericks,30.6,49,33,2014,True,39.6,83.6,47.4,30.8,60.7,50.8,8.8,22.9,38.4,27.400000000000002,52.6,16.8,21.1,79.5,56.39999999999999,23.6,10.2,40.9,104.8,2.4,111.2,108.7,93.5,12.7,24.6,Knocked Out
Chicago Bulls,28.6,48,34,2014,True,34.7,80.2,43.2,28.5,62.4,45.6,6.2,17.8,34.8,22.2,47.099999999999994,18.1,23.3,77.9,51.800000000000004,22.7,11.4,44.1,93.7,1.85,102.5,100.5,90.2,14.2,27.2,Knocked Out
Memphis Grizzlies,28.5,50,32,2014,True,38.1,82.0,46.400000000000006,33.1,68.0,48.699999999999996,4.9,14.0,35.3,17.1,49.4,15.1,20.3,74.1,52.900000000000006,21.9,11.6,42.4,96.1,1.57,106.3,104.6,89.9,13.1,28.3,Knocked Out
Washington Wizards,26.3,44,38,2014,True,38.7,84.4,45.9,30.9,63.6,48.5,7.9,20.8,38.0,24.6,50.6,15.3,20.9,73.1,53.800000000000004,23.3,10.8,42.2,100.7,1.27,106.0,104.6,93.2,13.6,25.2,Knocked Out
Charlotte Hornets,25.5,43,39,2014,True,36.3,82.1,44.2,30.0,64.1,46.800000000000004,6.3,17.9,35.099999999999994,21.9,48.1,18.0,24.4,73.7,52.2,21.7,9.5,42.7,96.9,-0.22,103.6,103.8,92.4,11.7,21.9,Knocked Out
Atlanta Hawks,27.5,38,44,2014,True,37.3,81.6,45.800000000000004,28.0,55.8,50.2,9.4,25.8,36.3,31.6,51.5,17.0,21.7,78.10000000000001,55.400000000000006,24.9,8.7,40.0,101.0,-0.48,105.9,106.4,94.6,14.3,21.0,Knocked Out
New York Knicks,28.3,37,45,2014,False,36.9,82.2,44.9,27.7,57.3,48.199999999999996,9.3,24.9,37.2,30.2,50.5,15.5,20.4,76.1,54.1,20.0,10.6,40.3,98.6,-0.79,108.3,109.1,90.3,12.5,25.1,Never Qualified
Brooklyn Nets,30.0,44,38,2014,True,35.7,77.9,45.9,27.1,54.5,49.7,8.6,23.4,36.9,30.099999999999998,51.4,18.4,24.4,75.3,55.50000000000001,20.9,8.8,38.1,98.5,-1.0,106.7,107.7,91.4,14.1,21.7,Knocked Out
Denver Nuggets,26.0,36,46,2014,False,38.4,85.9,44.7,29.8,62.0,48.1,8.6,23.9,35.8,27.800000000000004,49.7,19.1,26.3,72.6,53.6,22.4,12.3,45.4,104.4,-2.15,106.0,108.2,98.1,14.0,27.5,Never Qualified
New Orleans Pelicans,24.3,34,48,2014,False,37.8,82.5,45.9,31.9,66.6,47.9,5.9,15.9,37.3,19.3,49.5,18.2,23.6,76.9,53.7,21.3,11.4,41.7,99.7,-2.71,107.2,110.1,92.2,12.9,26.9,Never Qualified
Sacramento Kings,24.9,28,54,2014,False,36.9,82.5,44.7,30.9,64.5,47.9,6.0,18.0,33.300000000000004,21.8,48.4,20.7,27.3,75.9,53.2,18.9,12.1,44.5,100.5,-2.9,105.7,108.8,94.4,13.9,27.8,Never Qualified
Cleveland Cavaliers,24.9,33,49,2014,False,37.0,84.8,43.7,29.9,64.8,46.1,7.1,20.0,35.6,23.599999999999998,47.9,17.0,22.7,75.1,51.800000000000004,21.2,12.1,44.1,98.2,-3.29,104.2,107.7,93.1,13.0,27.2,Never Qualified
Detroit Pistons,24.7,29,53,2014,False,38.8,86.9,44.7,32.6,67.6,48.3,6.2,19.3,32.1,22.2,48.199999999999996,17.3,25.7,67.0,51.4,20.9,14.6,45.4,101.0,-3.66,105.9,109.7,94.9,12.9,31.4,Never Qualified
Boston Celtics,25.4,25,57,2014,False,36.5,83.9,43.5,29.5,62.9,47.0,7.0,21.1,33.300000000000004,25.1,47.699999999999996,16.2,20.8,77.7,51.7,21.0,12.0,42.5,96.2,-4.46,102.9,107.7,93.3,14.2,27.4,Never Qualified
Orlando Magic,24.6,23,59,2014,False,36.9,82.7,44.5,30.0,63.3,47.4,6.9,19.5,35.3,23.5,48.699999999999996,15.9,20.9,76.3,52.5,21.0,9.7,42.0,96.5,-5.44,101.7,107.4,93.6,13.9,22.4,Never Qualified
Los Angeles Lakers,26.8,27,55,2014,False,38.3,85.1,45.0,28.8,60.3,47.8,9.4,24.8,38.1,29.099999999999998,50.5,17.0,22.4,75.7,54.2,24.5,9.1,41.0,103.0,-6.29,104.2,110.6,98.7,13.7,20.2,Never Qualified
Utah Jazz,24.5,25,57,2014,False,36.0,81.1,44.4,29.4,61.9,47.4,6.6,19.2,34.4,23.7,48.4,16.4,22.0,74.7,52.300000000000004,20.3,11.0,41.2,95.0,-7.17,103.5,111.3,91.4,13.9,25.5,Never Qualified
Milwaukee Bucks,24.7,15,67,2014,False,36.0,82.2,43.8,29.3,63.2,46.400000000000006,6.7,18.9,35.3,23.1,47.9,16.8,22.5,74.7,51.9,21.5,11.8,41.1,95.5,-8.18,103.0,111.8,91.8,14.1,27.1,Never Qualified
Philadelphia 76ers,23.4,19,63,2014,False,37.9,87.2,43.5,30.9,64.7,47.699999999999996,7.0,22.5,31.2,25.8,47.5,16.6,23.4,71.0,51.0,21.8,11.6,42.7,99.5,-10.45,99.4,109.9,99.2,14.8,24.8,Never Qualified
Golden State Warriors,26.6,67,15,2015,True,41.6,87.0,47.8,30.8,60.0,51.4,10.8,27.0,39.800000000000004,31.1,54.0,16.0,20.8,76.8,57.099999999999994,27.4,10.4,44.7,110.0,10.1,111.6,101.4,98.3,13.1,24.1,Champion
Los Angeles Clippers,28.8,56,26,2015,True,39.4,83.3,47.3,29.3,56.4,51.9,10.1,26.9,37.6,32.2,53.300000000000004,17.9,25.2,71.0,56.49999999999999,24.8,9.6,42.6,106.7,6.59,112.4,105.5,94.7,11.6,22.8,Knocked Out
San Antonio Spurs,29.8,55,27,2015,True,39.1,83.6,46.800000000000004,30.9,61.1,50.5,8.3,22.5,36.7,26.900000000000002,51.7,16.7,21.4,78.0,55.50000000000001,24.4,9.8,43.6,103.2,6.2,108.5,102.0,93.8,13.1,23.4,Knocked Out
Atlanta Hawks,27.8,60,22,2015,True,38.1,81.7,46.6,28.1,55.5,50.6,10.0,26.2,38.0,32.1,52.7,16.5,21.2,77.8,56.3,25.7,8.7,40.6,102.5,5.43,108.9,103.1,93.9,13.5,21.4,Knocked Out
Cleveland Cavaliers,26.9,53,29,2015,True,37.7,82.2,45.800000000000004,27.6,54.7,50.4,10.1,27.5,36.7,33.4,52.0,17.7,23.6,75.1,55.7,22.1,11.1,43.0,103.1,4.48,111.1,106.3,92.3,13.4,26.8,Runner-Up
Portland Trail Blazers,27.0,51,31,2015,True,38.7,86.0,45.0,28.9,58.8,49.1,9.8,27.2,36.199999999999996,31.6,50.8,15.5,19.4,80.10000000000001,54.400000000000006,21.9,10.7,45.9,102.8,4.23,108.2,103.7,94.2,12.6,24.2,Knocked Out
Houston Rockets,27.6,56,26,2015,True,37.0,83.3,44.4,25.6,50.6,50.6,11.4,32.7,34.8,39.2,51.2,18.6,26.0,71.5,54.800000000000004,22.2,11.7,43.7,103.9,3.44,107.0,103.4,96.5,15.0,26.8,Knocked Out
Memphis Grizzlies,29.6,55,27,2015,True,37.8,82.5,45.800000000000004,32.6,67.3,48.5,5.2,15.2,33.900000000000006,18.4,48.9,17.6,22.8,77.3,53.1,21.7,10.4,42.6,98.3,3.24,105.7,102.2,92.0,12.6,24.7,Knocked Out
Toronto Raptors,26.1,49,33,2015,True,37.9,83.3,45.5,29.0,58.2,49.9,8.9,25.1,35.199999999999996,30.2,50.8,19.3,24.6,78.7,55.300000000000004,20.7,10.7,41.5,104.0,3.07,111.0,107.7,92.8,12.0,25.6,Knocked Out
Chicago Bulls,28.8,50,32,2015,True,36.6,82.9,44.2,28.7,60.6,47.4,7.9,22.3,35.3,26.900000000000002,48.9,19.7,25.2,78.3,53.6,21.7,11.7,45.7,100.8,3.0,107.5,104.3,92.8,12.9,27.0,Knocked Out
Dallas Mavericks,29.9,50,32,2015,True,39.7,85.8,46.300000000000004,30.8,60.4,50.9,8.9,25.4,35.199999999999996,29.599999999999998,51.5,16.9,22.5,75.2,55.00000000000001,22.5,10.5,42.3,105.2,2.9,109.5,106.4,95.2,11.9,23.6,Knocked Out
Oklahoma City Thunder,25.4,45,37,2015,False,38.8,86.8,44.7,31.1,64.1,48.6,7.7,22.7,33.900000000000006,26.200000000000003,49.2,18.6,24.6,75.4,53.2,20.5,12.8,47.5,104.0,2.18,107.8,105.5,95.7,13.1,28.9,Never Qualified
